"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","gadm.level0.gid","gadm.level0.name","gadm.level1.gid","gadm.level1.name","gadm.level2.gid","gadm.level2.name","gadm.level3.gid","gadm.level3.name","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","recordNumber","identifier","municipality","locality","datasetName","gbifID","collectionCode","language","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","name","gadm","elevation","elevationAccuracy","otherCatalogNumbers","coordinateUncertaintyInMeters","references","http...unknown.org.nick","verbatimEventDate","verbatimLocality","taxonID","http...unknown.org.occurrenceDetails","rights","eventTime","identificationID","fieldNotes","habitat","samplingEffort","county","samplingProtocol","institutionID","preparations","verbatimElevation","nomenclaturalCode","georeferenceProtocol","endDayOfYear","startDayOfYear","collectionID","individualCount","georeferencedDate","georeferencedBy","georeferenceVerificationStatus","georeferenceRemarks","higherGeography","fieldNumber","previousIdentifications","higherClassification","georeferenceSources","nomenclaturalStatus","bibliographicCitation","dynamicProperties","identificationQualifier","vernacularName","accessRights","identificationRemarks","informationWithheld","organismID","locationID","datasetID","verbatimCoordinateSystem","http...unknown.org.recordId","reproductiveCondition","typeStatus","typifiedName","projectId","organismQuantity","organismQuantityType","eventID","http...rs.tdwg.org.dwc.terms.organismQuantity","http...rs.tdwg.org.dwc.terms.organismQuantityType","recordedByIDs.type","recordedByIDs.value","http...unknown.org.rights","http...unknown.org.language","http...unknown.org.rightsHolder","eventRemarks","taxonRemarks",".val",".equ",".zer",".cap",".cen",".otl",".gbf",".inst",".summary"
"577",1090458896,"Ziziphus joazeiro Mart.",-13.033333,-40.5,"gass84","bc81e05b-ed51-46ba-a0a4-90fbae9b5545","c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:24:57.448+0000","2020-11-09T12:27:36.433+0000",230,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Bahia",1988,3,22,"1988-03-22T00:00:00","2020-07-23T15:19:48.000+0000","2020-11-09T12:27:36.433+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.5_1","Bahia","BRA.5.251_1","Marcionílio Souza","BRA.5.251.2_1","Marcionílio Souza","WGS84","Magnoliopsida","BR","none","none","Brazil","CEPEC - Herbário do Centro de Pesquisas do Cacau","813","BRA:CEPLAC:CEPEC:62890","Marcionílio Souza","1Km ao S cidade, na estrada para Maracás.","CEPEC - Herbário do Centro de Pesquisas do Cacau",1090458896,"CEPEC","pt","BRA:CEPLAC:CEPEC:62890","Collection","S. Ginzbarg","62890","Comissão Executiva do Plano da Lavoura Cacaueira","Comissão Executiva do Plano da Lavoura Cacaueira",NA,"L. A. Mattos-Silva","Ziziphus joazeiro Mart.",NA,NA,NA,"30/12/1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"578",1455949735,"Ziziphus joazeiro Mart.",-13.03,-40.5,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2020-10-30T08:03:22.615+0000","2020-10-30T08:53:13.389+0000",175,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,"SOUTH_AMERICA","Marcionílio Souza",1988,3,22,"1988-03-22T00:00:00",NA,"2020-10-30T08:53:13.389+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","BRA","Brazil","BRA.5_1","Bahia","BRA.5.251_1","Marcionílio Souza","BRA.5.251.2_1","Marcionílio Souza","WGS84","Magnoliopsida","BR","none","none","Brazil",NA,"813","http://n2t.net/ark:/65665/30695398e-c924-43af-8595-702aad0c0109",NA,"1km ao S de Marcionílio Souza na estrada para Maracás","NMNH Extant Biology",1455949735,"Botany",NA,"http://n2t.net/ark:/65665/30695398e-c924-43af-8595-702aad0c0109","PhysicalObject","L. A. Mattos Silva","3516687","US",NA,NA,NA,"Ziziphus joazeiro Mart.",NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:34871",NA,NA,NA,NA,82,82,NA,1,NA,NA,NA,NA,"South America - Neotropics, Brazil, Marcionílio Souza",NA,NA,"Plantae, Dicotyledonae, Rhamnales, Rhamnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"579",1928696747,"Ziziphus joazeiro Mart.",-13.03,-40.5,"gass84","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","US","DWC_ARCHIVE","2020-10-30T18:43:14.243+0000","2020-10-30T19:07:20.618+0000",198,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","1988-01-01T00:00:00","SOUTH_AMERICA","Bahia",1988,3,22,"1988-03-22T00:00:00",NA,"2020-10-30T19:07:20.618+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","BRA","Brazil","BRA.5_1","Bahia","BRA.5.251_1","Marcionílio Souza","BRA.5.251.2_1","Marcionílio Souza","WGS84","Magnoliopsida","BR","none","none","Brazil","The New York Botanical Garden","813","41aa589c-712c-4cf6-bca3-7b554b391628",NA,"1 km ao S de Marcionílio Souza na estrada para Maracás.","Vascular plants",1928696747,"NY","en","41aa589c-712c-4cf6-bca3-7b554b391628","PhysicalObject","S. L. Ginzbarg","561263","NY",NA,"[Flores] coletado em álcool.","L. A. Mattos Silva","Ziziphus joazeiro Mart.",NA,310,0,NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=686706",NA,"22 Mar 1988",NA,NA,NA,NA,NA,NA,NA,"Pasto limpio na regiao de caatinga.",NA,"Marcionílio Souza",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","sheet","1017 ft","ICN",NA,82,82,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"!, Melissa B. Islam, 2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"581",2575915505,"Ziziphus joazeiro Mart.",-8.090833,-39.578333,"gass84","da8a0dd0-85c7-4d7a-8a5a-e66b1deaebaa","06542f02-868b-4651-aed4-1ae6b2eb4eb7","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:16:41.742+0000","2020-11-09T12:17:00.149+0000",237,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Pernambuco",1988,12,14,"1988-12-14T00:00:00","2020-03-02T12:11:20.000+0000","2020-11-09T12:17:00.149+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.17_1","Pernambuco","BRA.17.116_1","Parnamirim","BRA.17.116.2_1","Parnamirim","WGS84","Magnoliopsida","BR","none","none","Brazil","PEUFR - Herbário Professor Vasconcelos Sobrinho",NA,"BRA:UFRPE:PEUFR:8866","Parnamirim","Olho D'Água","PEUFR - Herbário Professor Vasconcelos Sobrinho",2575915505,"PEUFR","pt","BRA:UFRPE:PEUFR:8866","Collection","M.I. Guedes; O. Lira; Graça","8866","UFRPE","Universidade Federal Rural de Pernambuco","Árvore de porte mediano; flores pequenas, amarelo esverdeada; coordenadas geográficas do município.",NA,"Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"582",1260393382,"Ziziphus joazeiro Mart.",-13.03333,-40.5,"gass84","7bd65a7a-f762-11e1-a439-00145eb45e9a","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","US","DWC_ARCHIVE","2020-11-10T00:09:59.244+0000","2020-11-10T01:15:03.927+0000",142,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,"SOUTH_AMERICA","Bahia",1988,NA,NA,"1988-01-01T00:00:00","2008-05-27T22:02:00.000+0000","2020-11-10T01:15:03.927+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","BRA","Brazil","BRA.5_1","Bahia","BRA.5.251_1","Marcionílio Souza","BRA.5.251.2_1","Marcionílio Souza","WGS84","Magnoliopsida","BR","none","none","Brazil","Missouri Botanical Garden","Ginzbarg 813","urn:catalog:MO:Tropicos:3019935",NA,"Municipio de Marcionilio SOuza. 1km ao S de Marcionilio SOuza na estrada para Maracas. Pasto limpo na regiao de caatinga. Solo arenoso.","Tropicos",1260393382,"MO",NA,"urn:catalog:MO:Tropicos:3019935","PhysicalObject","Steven Ginzbarg","3019935","MO","MOBOT",NA,NA,"Ziziphus joazeiro Mart.",NA,310,NA,NA,NA,NA,NA,NA,NA,27500135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICNafp",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No opinion","http://www.tropicos.org/Specimen/3019935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"587",1077587640,"Ziziphus joazeiro Mart.",-9.7,-35.799997,"gass84","a0cb1f6e-5766-4cc5-a8a0-cfc6a22c5c3d","81114709-2a6c-4e0b-908b-cb207a8708c2","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:11:01.885+0000","2020-11-09T12:11:53.507+0000",238,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","1987-01-01T00:00:00",NA,"Alagoas",1987,8,25,"1987-08-25T00:00:00","2020-11-05T12:05:03.000+0000","2020-11-09T12:11:53.507+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.2_1","Alagoas","BRA.2.51_1","Marechal deodoro","BRA.2.51.1_1","Marechal deodoro","WGS84","Magnoliopsida","BR","none","none","Brazil","MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas","1048","BRA:IMA:MAC:6629","Marechal Deodoro","APA de Santa Rita., Sítio Beira Mar.","MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas",1077587640,"MAC","pt","BRA:IMA:MAC:6629","Collection","M.N.Rodrigues; et al.","6629","IMA","Instituto do Meio Ambiente do Estado de Alagoas","Árvore.; Restinga, vegetação arbórea fechada sobre cordões litorâneos.","R.P.Lyra-Lemos","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"588",1077587687,"Ziziphus joazeiro Mart.",-9.7,-35.799997,"gass84","a0cb1f6e-5766-4cc5-a8a0-cfc6a22c5c3d","81114709-2a6c-4e0b-908b-cb207a8708c2","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:11:01.885+0000","2020-11-09T12:11:53.507+0000",238,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","1987-01-01T00:00:00",NA,"Alagoas",1987,8,28,"1987-08-28T00:00:00","2020-11-05T12:05:03.000+0000","2020-11-09T12:11:53.507+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.2_1","Alagoas","BRA.2.51_1","Marechal deodoro","BRA.2.51.1_1","Marechal deodoro","WGS84","Magnoliopsida","BR","none","none","Brazil","MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas","1987","BRA:IMA:MAC:6655","Marechal Deodoro","APA de Santa Rita., Reserva Ecológica do Saco da Pedra.","MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas",1077587687,"MAC","pt","BRA:IMA:MAC:6655","Collection","G.L.Esteves; R.P.Lyra-Lemos","6655","IMA","Instituto do Meio Ambiente do Estado de Alagoas","Árvore planta com ca. de 2,5m de alt. Frutos verdes.; Restinga, vegetação arbórea aberta sobre cordões litorâneos.","R.P.Lyra-Lemos","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"593",2575913488,"Ziziphus joazeiro Mart.",-7.057222,-36.3625,"gass84","da8a0dd0-85c7-4d7a-8a5a-e66b1deaebaa","06542f02-868b-4651-aed4-1ae6b2eb4eb7","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:16:41.742+0000","2020-11-09T12:16:59.930+0000",237,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Paraíba",1986,1,1,"1986-01-01T00:00:00","2020-03-02T12:11:20.000+0000","2020-11-09T12:16:59.930+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.15_1","Paraíba","BRA.15.207_1","Soledade","BRA.15.207.2_1","Soledade","WGS84","Magnoliopsida","BR","none","none","Brazil","PEUFR - Herbário Professor Vasconcelos Sobrinho",NA,"BRA:UFRPE:PEUFR:8356","Soledade","Fazenda José Nunes","PEUFR - Herbário Professor Vasconcelos Sobrinho",2575913488,"PEUFR","pt","BRA:UFRPE:PEUFR:8356","Collection","M. Sales; M. Rodal","8356","UFRPE","Universidade Federal Rural de Pernambuco","Árvore de 6 a 7m de altura; flores cremes; projeto SE-2; Coordenadas geográficas do município.","M. Sales","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"594",1087704721,"Ziziphus joazeiro Mart.",-11.383333,-39.433333,"gass84","a8e78a51-12b2-4ca1-8945-6d909022ef6a","6cc5aff1-f24c-4d67-a827-a666dc680b66","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:18:27.201+0000","2020-11-09T12:18:37.884+0000",231,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Bahia",1986,11,16,"1986-11-16T00:00:00","2020-08-05T13:19:13.000+0000","2020-11-09T12:18:37.884+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.5_1","Bahia","BRA.5.406_1","Valente","BRA.5.406.1_1","Valente","WGS84","Magnoliopsida","BR","none","none","Brazil","HURB - Herbário do Recôncavo da Bahia","1122","BRA:UFRB:HURB:4019","Valente",NA,"HURB - Herbário do Recôncavo da Bahia",1087704721,"HURB","pt","BRA:UFRB:HURB:4019","Collection","Queiroz, L.P. de; et al.","4019","UFRB","Universidade Federal do Recôncavo da Bahia",NA,NA,"Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"595",1228167201,"Ziziphus joazeiro Mart.",-8,-37,"gass84","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2020-10-04T02:08:22.170+0000","2020-10-08T09:39:07.625+0000",165,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","1992-01-01T00:00:00","SOUTH_AMERICA","Pernambuco",1986,11,27,"1986-11-27T00:00:00",NA,"2020-10-08T09:39:07.625+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","BRA","Brazil","BRA.15_1","Paraíba","BRA.15.123_1","Monteiro","BRA.15.123.1_1","Monteiro","WGS84","Magnoliopsida","BR","none","none","Brazil","The Field Museum of Natural History","53019","621e9747-e876-426f-a03f-5cadd161a40d",NA,NA,"Rapid Reference Collection",1228167201,"Botany","en","621e9747-e876-426f-a03f-5cadd161a40d","PhysicalObject","E. Braz",NA,"F","F",NA,"RRC ID Flag","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",NA,NA,"ICBN","TGN - Centroid",NA,NA,"Botany",NA,NA,NA,NA,NA,"South America, Brazil, Pernambuco, Nordeste","53019",NA,"Plantae Spermatophyta Dicotyledoneae Rhamnaceae",NA,NA,NA,NA,NA,NA,"http://fieldmuseum.org/about/copyright-information",NA,NA,309447,"6ad27159-53aa-4137-8606-4c0516a5edc1","seeds-11-may-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"596",2626944069,"Ziziphus joazeiro Mart.",-11.383333,-39.45,"cdround,gass84,txmatfuz","c267909d-184f-4138-9e67-a074d478d52b","f0b6a090-a4c6-11d8-9534-b8a03c50a862","cb27a4ab-3360-4cf5-b5de-48a06a9c47ae","US","DWC_ARCHIVE","2020-10-06T16:25:15.411+0000","2020-10-07T14:34:13.651+0000",55,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Bahia",1986,11,16,"1986-11-16T00:00:00","2020-04-13T20:30:08.000+0000","2020-10-07T14:34:13.651+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.5_1","Bahia","BRA.5.406_1","Valente","BRA.5.406.1_1","Valente","WGS84","Magnoliopsida","BR","none","none","Brazil",NA,"25687","3929882",NA,"Mun. Valente: caatinga scrub 3 km NE of Valente,; elev. c. 400 m, 11°23'S, 39°27'W; common tree 4-5; m high; foliage glossy; fls. greenish.;",NA,2626944069,"Herbarium",NA,"f76a7f63-328b-4170-b6d9-65f79f1686b5",NA,"Grady L. Webster; Bijan Dehgan, Luciano Queiroz",NA,"DAV",NA,NA,NA,"Ziziphus joazeiro Mart.",NA,400,NA,"DAV113132",NA,"https://cch2.org/portal/collections/individual/index.php?occid=3929882",NA,"16 Nov 1986",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"400 m.",NA,NA,NA,320,"cc54a5fd-2e20-4ea6-8871-b2af436d9de3",NA,NA,NA,NA,NA,NA,NA,NA,"Viridiplantae|Organism|Plantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:uuid:f76a7f63-328b-4170-b6d9-65f79f1686b5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"597",1259004430,"Ziziphus joazeiro Mart.",-6.91666,-38.83333,"gass84,osiic","7bd65a7a-f762-11e1-a439-00145eb45e9a","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","US","DWC_ARCHIVE","2020-11-10T00:09:59.244+0000","2020-11-10T01:14:47.272+0000",142,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","1985-01-01T00:00:00","SOUTH_AMERICA","Ceará",1985,2,13,"1985-02-13T00:00:00","2008-05-27T22:02:00.000+0000","2020-11-10T01:14:47.272+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","BRA","Brazil","BRA.6_1","Ceará","BRA.6.20_1","Aurora","BRA.6.20.1_1","Aurora","WGS84","Magnoliopsida","BR","none","none","Brazil","Missouri Botanical Garden","Gentry 50083","urn:catalog:MO:Tropicos:175814",NA,"S of Itó, BR-116, S from Fortaleza, 11 km N of Felizardo, (49 km N of Bam); caatinga.","Tropicos",1259004430,"MO",NA,"urn:catalog:MO:Tropicos:175814","PhysicalObject","Alwyn H. Gentry|Elsa M. Zardini|A. Fernandes","175814","MO","MOBOT",NA,"A. Fernandes","Ziziphus joazeiro Mart.",NA,260,NA,NA,NA,NA,NA,NA,NA,27500135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICNafp",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15859",2,NA,NA,NA,NA,NA,"85-115",NA,NA,NA,"No opinion","http://www.tropicos.org/Specimen/175814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
